FIPS,COUNTY,FIPS3,FIPS2
31089,Holt County,'31089',31089
31091,Hooker County,'31091',31091
31093,Howard County,'31093',31093
31095,Jefferson County,'31095',31095
31097,Johnson County,'31097',31097
31099,Kearney County,'31099',31099
31101,Keith County,'31101',31101
31103,Keya Paha County,'31103',31103
31105,Kimball County,'31105',31105
31107,Knox County,'31107',31107
31109,Lancaster County,'31109',31109
31111,Lincoln County,'31111',31111
31113,Logan County,'31113',31113
31115,Loup County,'31115',31115
31117,McPherson County,'31117',31117
31119,Madison County,'31119',31119
31121,Merrick County,'31121',31121
31123,Morrill County,'31123',31123
31125,Nance County,'31125',31125
31127,Nemaha County,'31127',31127
31129,Nuckolls County,'31129',31129
31131,Otoe County,'31131',31131
31133,Pawnee County,'31133',31133
31135,Perkins County,'31135',31135
31137,Phelps County,'31137',31137
31139,Pierce County,'31139',31139
31141,Platte County,'31141',31141
31143,Polk County,'31143',31143
31145,Red Willow County,'31145',31145
31147,Richardson County,'31147',31147
31149,Rock County,'31149',31149
31151,Saline County,'31151',31151
31153,Sarpy County,'31153',31153
31155,Saunders County,'31155',31155
31157,Scotts Bluff County,'31157',31157
31159,Seward County,'31159',31159
31161,Sheridan County,'31161',31161
31163,Sherman County,'31163',31163
31165,Sioux County,'31165',31165
31167,Stanton County,'31167',31167
31169,Thayer County,'31169',31169
31171,Thomas County,'31171',31171
31173,Thurston County,'31173',31173
31175,Valley County,'31175',31175
31177,Washington County,'31177',31177
31179,Wayne County,'31179',31179
31181,Webster County,'31181',31181
31183,Wheeler County,'31183',31183
31185,York County,'31185',31185
32001,Churchill County,'32001',32001
32003,Clark County,'32003',32003
32005,Douglas County,'32005',32005
32007,Elko County,'32007',32007
32009,Esmeralda County,'32009',32009
32011,Eureka County,'32011',32011
32013,Humboldt County,'32013',32013
32015,Lander County,'32015',32015
32017,Lincoln County,'32017',32017
32019,Lyon County,'32019',32019
32021,Mineral County,'32021',32021
32023,Nye County,'32023',32023
32027,Pershing County,'32027',32027
32029,Storey County,'32029',32029
32031,Washoe County,'32031',32031
32033,White Pine County,'32033',32033
32510,"Carson City, Consolidated Municipality of[r]",'32510',32510
33001,Belknap County,'33001',33001
33003,Carroll County,'33003',33003
33005,Cheshire County,'33005',33005
33007,Coos County,'33007',33007
33009,Grafton County,'33009',33009
33011,Hillsborough County,'33011',33011
33013,Merrimack County,'33013',33013
33015,Rockingham County,'33015',33015
33017,Strafford County,'33017',33017
33019,Sullivan County,'33019',33019
34001,Atlantic County,'34001',34001
34003,Bergen County,'34003',34003
34005,Burlington County,'34005',34005
34007,Camden County,'34007',34007
34009,Cape May County,'34009',34009
34011,Cumberland County,'34011',34011
34013,Essex County,'34013',34013
34015,Gloucester County,'34015',34015
34017,Hudson County,'34017',34017
34019,Hunterdon County,'34019',34019
34021,Mercer County,'34021',34021
34023,Middlesex County,'34023',34023
34025,Monmouth County,'34025',34025
34027,Morris County,'34027',34027
34029,Ocean County,'34029',34029
34031,Passaic County,'34031',34031
34033,Salem County,'34033',34033
34035,Somerset County,'34035',34035
34037,Sussex County,'34037',34037
34039,Union County,'34039',34039
34041,Warren County,'34041',34041
35001,Bernalillo County,'35001',35001
35003,Catron County,'35003',35003
35005,Chaves County,'35005',35005
35006,Cibola County,'35006',35006
35007,Colfax County,'35007',35007
35009,Curry County,'35009',35009
35011,De Baca County,'35011',35011
35013,Doña Ana County,'35013',35013
35015,Eddy County,'35015',35015
35017,Grant County,'35017',35017
35019,Guadalupe County,'35019',35019
35021,Harding County,'35021',35021
35023,Hidalgo County,'35023',35023
35025,Lea County,'35025',35025
35027,Lincoln County,'35027',35027
35028,Los Alamos County[s],'35028',35028
35029,Luna County,'35029',35029
35031,McKinley County,'35031',35031
35033,Mora County,'35033',35033
35035,Otero County,'35035',35035
35037,Quay County,'35037',35037
35039,Rio Arriba County,'35039',35039
35041,Roosevelt County,'35041',35041
35043,Sandoval County,'35043',35043
35045,San Juan County,'35045',35045
35047,San Miguel County,'35047',35047
35049,Santa Fe County,'35049',35049
35051,Sierra County,'35051',35051
35053,Socorro County,'35053',35053
35055,Taos County,'35055',35055
35057,Torrance County,'35057',35057
35059,Union County,'35059',35059
35061,Valencia County,'35061',35061
36001,Albany County,'36001',36001
36003,Allegany County,'36003',36003
36005,Bronx County,'36005',36005
36007,Broome County,'36007',36007
36009,Cattaraugus County,'36009',36009
36011,Cayuga County,'36011',36011
36013,Chautauqua County,'36013',36013
36015,Chemung County,'36015',36015
36017,Chenango County,'36017',36017
36019,Clinton County,'36019',36019
36021,Columbia County,'36021',36021
36023,Cortland County,'36023',36023
36025,Delaware County,'36025',36025
36027,Dutchess County,'36027',36027
36029,Erie County,'36029',36029
36031,Essex County,'36031',36031
36033,Franklin County,'36033',36033
36035,Fulton County,'36035',36035
36037,Genesee County,'36037',36037
36039,Greene County,'36039',36039
36041,Hamilton County,'36041',36041
36043,Herkimer County,'36043',36043
36045,Jefferson County,'36045',36045
36047,Kings County,'36047',36047
36049,Lewis County,'36049',36049
36051,Livingston County,'36051',36051
36053,Madison County,'36053',36053
36055,Monroe County,'36055',36055
36057,Montgomery County,'36057',36057
36059,Nassau County,'36059',36059
36061,New York County,'36061',36061
36063,Niagara County,'36063',36063
36065,Oneida County,'36065',36065
36067,Onondaga County,'36067',36067
36069,Ontario County,'36069',36069
36071,Orange County,'36071',36071
36073,Orleans County,'36073',36073
36075,Oswego County,'36075',36075
36077,Otsego County,'36077',36077
36079,Putnam County,'36079',36079
36081,Queens County,'36081',36081
36083,Rensselaer County,'36083',36083
36085,Richmond County,'36085',36085
36087,Rockland County,'36087',36087
36089,St. Lawrence County,'36089',36089
36091,Saratoga County,'36091',36091
36093,Schenectady County,'36093',36093
36095,Schoharie County,'36095',36095
36097,Schuyler County,'36097',36097
36099,Seneca County,'36099',36099
36101,Steuben County,'36101',36101
36103,Suffolk County,'36103',36103
36105,Sullivan County,'36105',36105
36107,Tioga County,'36107',36107
36109,Tompkins County,'36109',36109
36111,Ulster County,'36111',36111
36113,Warren County,'36113',36113
36115,Washington County,'36115',36115
36117,Wayne County,'36117',36117
36119,Westchester County,'36119',36119
36121,Wyoming County,'36121',36121
36123,Yates County,'36123',36123
37001,Alamance County,'37001',37001
37003,Alexander County,'37003',37003
37005,Alleghany County,'37005',37005
37007,Anson County,'37007',37007
37009,Ashe County,'37009',37009
37011,Avery County,'37011',37011
37013,Beaufort County,'37013',37013
37015,Bertie County,'37015',37015
37017,Bladen County,'37017',37017
37019,Brunswick County,'37019',37019
37021,Buncombe County,'37021',37021
37023,Burke County,'37023',37023
37025,Cabarrus County,'37025',37025
37027,Caldwell County,'37027',37027
37029,Camden County,'37029',37029
37031,Carteret County,'37031',37031
37033,Caswell County,'37033',37033
37035,Catawba County,'37035',37035
37037,Chatham County,'37037',37037
37039,Cherokee County,'37039',37039
37041,Chowan County,'37041',37041
37043,Clay County,'37043',37043
37045,Cleveland County,'37045',37045
37047,Columbus County,'37047',37047
37049,Craven County,'37049',37049
37051,Cumberland County,'37051',37051
37053,Currituck County,'37053',37053
37055,Dare County,'37055',37055
37057,Davidson County,'37057',37057
37059,Davie County,'37059',37059
37061,Duplin County,'37061',37061
37063,Durham County,'37063',37063
37065,Edgecombe County,'37065',37065
37067,Forsyth County,'37067',37067
37069,Franklin County,'37069',37069
37071,Gaston County,'37071',37071
37073,Gates County,'37073',37073
37075,Graham County,'37075',37075
37077,Granville County,'37077',37077
37079,Greene County,'37079',37079
37081,Guilford County,'37081',37081
37083,Halifax County,'37083',37083
37085,Harnett County,'37085',37085
37087,Haywood County,'37087',37087
37089,Henderson County,'37089',37089
37091,Hertford County,'37091',37091
37093,Hoke County,'37093',37093
37095,Hyde County,'37095',37095
37097,Iredell County,'37097',37097
37099,Jackson County,'37099',37099
37101,Johnston County,'37101',37101
37103,Jones County,'37103',37103
37105,Lee County,'37105',37105
37107,Lenoir County,'37107',37107
37109,Lincoln County,'37109',37109
37111,McDowell County,'37111',37111
37113,Macon County,'37113',37113
37115,Madison County,'37115',37115
37117,Martin County,'37117',37117
37119,Mecklenburg County,'37119',37119
37121,Mitchell County,'37121',37121
37123,Montgomery County,'37123',37123
37125,Moore County,'37125',37125
37127,Nash County,'37127',37127
37129,New Hanover County,'37129',37129
37131,Northampton County,'37131',37131
37133,Onslow County,'37133',37133
37135,Orange County,'37135',37135
37137,Pamlico County,'37137',37137
37139,Pasquotank County,'37139',37139
37141,Pender County,'37141',37141
37143,Perquimans County,'37143',37143
37145,Person County,'37145',37145
37147,Pitt County,'37147',37147
37149,Polk County,'37149',37149
37151,Randolph County,'37151',37151
37153,Richmond County,'37153',37153
37155,Robeson County,'37155',37155
37157,Rockingham County,'37157',37157
37159,Rowan County,'37159',37159
37161,Rutherford County,'37161',37161
37163,Sampson County,'37163',37163
37165,Scotland County,'37165',37165
37167,Stanly County,'37167',37167
37169,Stokes County,'37169',37169
37171,Surry County,'37171',37171
37173,Swain County,'37173',37173
37175,Transylvania County,'37175',37175
37177,Tyrrell County,'37177',37177
37179,Union County,'37179',37179
37181,Vance County,'37181',37181
37183,Wake County,'37183',37183
37185,Warren County,'37185',37185
37187,Washington County,'37187',37187
37189,Watauga County,'37189',37189
37191,Wayne County,'37191',37191
37193,Wilkes County,'37193',37193
37195,Wilson County,'37195',37195
37197,Yadkin County,'37197',37197
37199,Yancey County,'37199',37199
38001,Adams County,'38001',38001
38003,Barnes County,'38003',38003
38005,Benson County,'38005',38005
38007,Billings County,'38007',38007
38009,Bottineau County,'38009',38009
38011,Bowman County,'38011',38011
38013,Burke County,'38013',38013
38015,Burleigh County,'38015',38015
38017,Cass County,'38017',38017
38019,Cavalier County,'38019',38019
38021,Dickey County,'38021',38021
38023,Divide County,'38023',38023
38025,Dunn County,'38025',38025
38027,Eddy County,'38027',38027
38029,Emmons County,'38029',38029
38031,Foster County,'38031',38031
38033,Golden Valley County,'38033',38033
38035,Grand Forks County,'38035',38035
38037,Grant County,'38037',38037
38039,Griggs County,'38039',38039
38041,Hettinger County,'38041',38041
38043,Kidder County,'38043',38043
38045,LaMoure County,'38045',38045
38047,Logan County,'38047',38047
38049,McHenry County,'38049',38049
38051,McIntosh County,'38051',38051
38053,McKenzie County,'38053',38053
38055,McLean County,'38055',38055
38057,Mercer County,'38057',38057
38059,Morton County,'38059',38059
38061,Mountrail County,'38061',38061
38063,Nelson County,'38063',38063
38065,Oliver County,'38065',38065
38067,Pembina County,'38067',38067
38069,Pierce County,'38069',38069
38071,Ramsey County,'38071',38071
38073,Ransom County,'38073',38073
38075,Renville County,'38075',38075
38077,Richland County,'38077',38077
38079,Rolette County,'38079',38079
38081,Sargent County,'38081',38081
38083,Sheridan County,'38083',38083
38085,Sioux County,'38085',38085
38087,Slope County,'38087',38087
38089,Stark County,'38089',38089
38091,Steele County,'38091',38091
38093,Stutsman County,'38093',38093
38095,Towner County,'38095',38095
38097,Traill County,'38097',38097
38099,Walsh County,'38099',38099
38101,Ward County,'38101',38101
38103,Wells County,'38103',38103
38105,Williams County,'38105',38105
69085,Northern Islands Municipality[3],'69085',69085
69100,Rota Municipality,'69100',69100
69110,Saipan Municipality,'69110',69110
69120,Tinian Municipality,'69120',69120
39001,Adams County,'39001',39001
39003,Allen County,'39003',39003
39005,Ashland County,'39005',39005
39007,Ashtabula County,'39007',39007
39009,Athens County,'39009',39009
39011,Auglaize County,'39011',39011
39013,Belmont County,'39013',39013
39015,Brown County,'39015',39015
39017,Butler County,'39017',39017
39019,Carroll County,'39019',39019
39021,Champaign County,'39021',39021
39023,Clark County,'39023',39023
39025,Clermont County,'39025',39025
39027,Clinton County,'39027',39027
39029,Columbiana County,'39029',39029
39031,Coshocton County,'39031',39031
39033,Crawford County,'39033',39033
39035,Cuyahoga County,'39035',39035
39037,Darke County,'39037',39037
39039,Defiance County,'39039',39039
39041,Delaware County,'39041',39041
39043,Erie County,'39043',39043
39045,Fairfield County,'39045',39045
39047,Fayette County,'39047',39047
39049,Franklin County,'39049',39049
39051,Fulton County,'39051',39051
39053,Gallia County,'39053',39053
39055,Geauga County,'39055',39055
39057,Greene County,'39057',39057
39059,Guernsey County,'39059',39059
39061,Hamilton County,'39061',39061
39063,Hancock County,'39063',39063
39065,Hardin County,'39065',39065
39067,Harrison County,'39067',39067
39069,Henry County,'39069',39069
39071,Highland County,'39071',39071
39073,Hocking County,'39073',39073
39075,Holmes County,'39075',39075
39077,Huron County,'39077',39077
39079,Jackson County,'39079',39079
39081,Jefferson County,'39081',39081
39083,Knox County,'39083',39083
39085,Lake County,'39085',39085
39087,Lawrence County,'39087',39087
39089,Licking County,'39089',39089
39091,Logan County,'39091',39091
39093,Lorain County,'39093',39093
39095,Lucas County,'39095',39095
39097,Madison County,'39097',39097
39099,Mahoning County,'39099',39099
39101,Marion County,'39101',39101
39103,Medina County,'39103',39103
39105,Meigs County,'39105',39105
39107,Mercer County,'39107',39107
39109,Miami County,'39109',39109
39111,Monroe County,'39111',39111
39113,Montgomery County,'39113',39113
39115,Morgan County,'39115',39115
39117,Morrow County,'39117',39117
39119,Muskingum County,'39119',39119
39121,Noble County,'39121',39121
39123,Ottawa County,'39123',39123
39125,Paulding County,'39125',39125
39127,Perry County,'39127',39127
39129,Pickaway County,'39129',39129
39131,Pike County,'39131',39131
39133,Portage County,'39133',39133
39135,Preble County,'39135',39135
39137,Putnam County,'39137',39137
39139,Richland County,'39139',39139
39141,Ross County,'39141',39141
39143,Sandusky County,'39143',39143
39145,Scioto County,'39145',39145
39147,Seneca County,'39147',39147
39149,Shelby County,'39149',39149
39151,Stark County,'39151',39151
39153,Summit County,'39153',39153
39155,Trumbull County,'39155',39155
39157,Tuscarawas County,'39157',39157
39159,Union County,'39159',39159
39161,Van Wert County,'39161',39161
39163,Vinton County,'39163',39163
39165,Warren County,'39165',39165
39167,Washington County,'39167',39167
39169,Wayne County,'39169',39169
39171,Williams County,'39171',39171
39173,Wood County,'39173',39173
39175,Wyandot County,'39175',39175
40001,Adair County,'40001',40001
40003,Alfalfa County,'40003',40003
40005,Atoka County,'40005',40005
40007,Beaver County,'40007',40007
40009,Beckham County,'40009',40009
40011,Blaine County,'40011',40011
40013,Bryan County,'40013',40013
40015,Caddo County,'40015',40015
40017,Canadian County,'40017',40017
40019,Carter County,'40019',40019
40021,Cherokee County,'40021',40021
40023,Choctaw County,'40023',40023
40025,Cimarron County,'40025',40025
40027,Cleveland County,'40027',40027
40029,Coal County,'40029',40029
40031,Comanche County,'40031',40031
40033,Cotton County,'40033',40033
40035,Craig County,'40035',40035
40037,Creek County,'40037',40037
40039,Custer County,'40039',40039
40041,Delaware County,'40041',40041
40043,Dewey County,'40043',40043
40045,Ellis County,'40045',40045
40047,Garfield County,'40047',40047
40049,Garvin County,'40049',40049
40051,Grady County,'40051',40051
40053,Grant County,'40053',40053
40055,Greer County,'40055',40055
40057,Harmon County,'40057',40057
40059,Harper County,'40059',40059
40061,Haskell County,'40061',40061
40063,Hughes County,'40063',40063
40065,Jackson County,'40065',40065
40067,Jefferson County,'40067',40067
40069,Johnston County,'40069',40069
40071,Kay County,'40071',40071
40073,Kingfisher County,'40073',40073
40075,Kiowa County,'40075',40075
40077,Latimer County,'40077',40077
40079,Le Flore County,'40079',40079
40081,Lincoln County,'40081',40081
40083,Logan County,'40083',40083
40085,Love County,'40085',40085
40087,McClain County,'40087',40087
40089,McCurtain County,'40089',40089
40091,McIntosh County,'40091',40091
40093,Major County,'40093',40093
40095,Marshall County,'40095',40095
40097,Mayes County,'40097',40097
40099,Murray County,'40099',40099
40101,Muskogee County,'40101',40101
40103,Noble County,'40103',40103
40105,Nowata County,'40105',40105
40107,Okfuskee County,'40107',40107
40109,Oklahoma County,'40109',40109
40111,Okmulgee County,'40111',40111
40113,Osage County,'40113',40113
40115,Ottawa County,'40115',40115
40117,Pawnee County,'40117',40117
40119,Payne County,'40119',40119
40121,Pittsburg County,'40121',40121
40123,Pontotoc County,'40123',40123
40125,Pottawatomie County,'40125',40125
40127,Pushmataha County,'40127',40127
40129,Roger Mills County,'40129',40129
40131,Rogers County,'40131',40131
40133,Seminole County,'40133',40133
40135,Sequoyah County,'40135',40135
40137,Stephens County,'40137',40137
40139,Texas County,'40139',40139
40141,Tillman County,'40141',40141
40143,Tulsa County,'40143',40143
40145,Wagoner County,'40145',40145
40147,Washington County,'40147',40147
40149,Washita County,'40149',40149
40151,Woods County,'40151',40151
40153,Woodward County,'40153',40153
41001,Baker County,'41001',41001
41003,Benton County,'41003',41003
41005,Clackamas County,'41005',41005
41007,Clatsop County,'41007',41007
41009,Columbia County,'41009',41009
41011,Coos County,'41011',41011
41013,Crook County,'41013',41013
41015,Curry County,'41015',41015
41017,Deschutes County,'41017',41017
41019,Douglas County,'41019',41019
41021,Gilliam County,'41021',41021
41023,Grant County,'41023',41023
41025,Harney County,'41025',41025
41027,Hood River County,'41027',41027
41029,Jackson County,'41029',41029
41031,Jefferson County,'41031',41031
41033,Josephine County,'41033',41033
41035,Klamath County,'41035',41035
41037,Lake County,'41037',41037
41039,Lane County,'41039',41039
41041,Lincoln County,'41041',41041
41043,Linn County,'41043',41043
41045,Malheur County,'41045',41045
41047,Marion County,'41047',41047
41049,Morrow County,'41049',41049
41051,Multnomah County,'41051',41051
41053,Polk County,'41053',41053
41055,Sherman County,'41055',41055
41057,Tillamook County,'41057',41057
41059,Umatilla County,'41059',41059
41061,Union County,'41061',41061
41063,Wallowa County,'41063',41063
41065,Wasco County,'41065',41065
41067,Washington County,'41067',41067
41069,Wheeler County,'41069',41069
41071,Yamhill County,'41071',41071
42001,Adams County,'42001',42001
42003,Allegheny County,'42003',42003
42005,Armstrong County,'42005',42005
42007,Beaver County,'42007',42007
42009,Bedford County,'42009',42009
42011,Berks County,'42011',42011
42013,Blair County,'42013',42013
42015,Bradford County,'42015',42015
42017,Bucks County,'42017',42017
42019,Butler County,'42019',42019
42021,Cambria County,'42021',42021
42023,Cameron County,'42023',42023
42025,Carbon County,'42025',42025
42027,Centre County,'42027',42027
42029,Chester County,'42029',42029
42031,Clarion County,'42031',42031
42033,Clearfield County,'42033',42033
42035,Clinton County,'42035',42035
42037,Columbia County,'42037',42037
42039,Crawford County,'42039',42039
42041,Cumberland County,'42041',42041
42043,Dauphin County,'42043',42043
42045,Delaware County,'42045',42045
42047,Elk County,'42047',42047
42049,Erie County,'42049',42049
42051,Fayette County,'42051',42051
42053,Forest County,'42053',42053
42055,Franklin County,'42055',42055
42057,Fulton County,'42057',42057
42059,Greene County,'42059',42059
42061,Huntingdon County,'42061',42061
42063,Indiana County,'42063',42063
42065,Jefferson County,'42065',42065
42067,Juniata County,'42067',42067
42069,Lackawanna County,'42069',42069
42071,Lancaster County,'42071',42071
42073,Lawrence County,'42073',42073
42075,Lebanon County,'42075',42075
42077,Lehigh County,'42077',42077
42079,Luzerne County,'42079',42079
42081,Lycoming County,'42081',42081
42083,McKean County,'42083',42083
42085,Mercer County,'42085',42085
42087,Mifflin County,'42087',42087
42089,Monroe County,'42089',42089
42091,Montgomery County,'42091',42091
42093,Montour County,'42093',42093
42095,Northampton County,'42095',42095
42097,Northumberland County,'42097',42097
42099,Perry County,'42099',42099
42101,Philadelphia County[t],'42101',42101
42103,Pike County,'42103',42103
42105,Potter County,'42105',42105
42107,Schuylkill County,'42107',42107
42109,Snyder County,'42109',42109
42111,Somerset County,'42111',42111
42113,Sullivan County,'42113',42113
42115,Susquehanna County,'42115',42115
42117,Tioga County,'42117',42117
42119,Union County,'42119',42119
42121,Venango County,'42121',42121
42123,Warren County,'42123',42123
42125,Washington County,'42125',42125
42127,Wayne County,'42127',42127
42129,Westmoreland County,'42129',42129
42131,Wyoming County,'42131',42131
42133,York County,'42133',42133
72001,Adjuntas Municipality,'72001',72001
72003,Aguada Municipality,'72003',72003
72005,Aguadilla Municipality,'72005',72005
72007,Aguas Buenas Municipality,'72007',72007
72009,Aibonito Municipality,'72009',72009
72011,Añasco Municipality,'72011',72011
72013,Arecibo Municipality,'72013',72013
72015,Arroyo Municipality,'72015',72015
72017,Barceloneta Municipality,'72017',72017
72019,Barranquitas Municipality,'72019',72019
72021,Bayamón Municipality,'72021',72021
72023,Cabo Rojo Municipality,'72023',72023
72025,Caguas Municipality,'72025',72025
72027,Camuy Municipality,'72027',72027
72029,Canóvanas Municipality,'72029',72029
72031,Carolina Municipality,'72031',72031
72033,Cataño Municipality,'72033',72033
72035,Cayey Municipality,'72035',72035
72037,Ceiba Municipality,'72037',72037
72039,Ciales Municipality,'72039',72039
72041,Cidra Municipality,'72041',72041
72043,Coamo Municipality,'72043',72043
72045,Comerío Municipality,'72045',72045
72047,Corozal Municipality,'72047',72047
72049,Culebra Municipality,'72049',72049
72051,Dorado Municipality,'72051',72051
72053,Fajardo Municipality,'72053',72053
72054,Florida Municipality,'72054',72054
72055,Guánica Municipality,'72055',72055
72057,Guayama Municipality,'72057',72057
72059,Guayanilla Municipality,'72059',72059
72061,Guaynabo Municipality,'72061',72061
72063,Gurabo Municipality,'72063',72063
72065,Hatillo Municipality,'72065',72065
72067,Hormigueros Municipality,'72067',72067
72069,Humacao Municipality,'72069',72069
72071,Isabela Municipality,'72071',72071
72073,Jayuya Municipality,'72073',72073
72075,Juana Díaz Municipality,'72075',72075
72077,Juncos Municipality,'72077',72077
72079,Lajas Municipality,'72079',72079
72081,Lares Municipality,'72081',72081
72083,Las Marías Municipality,'72083',72083
72085,Las Piedras Municipality,'72085',72085
72087,Loíza Municipality,'72087',72087
72089,Luquillo Municipality,'72089',72089
72091,Manatí Municipality,'72091',72091
72093,Maricao Municipality,'72093',72093
72095,Maunabo Municipality,'72095',72095
72097,Mayagüez Municipality,'72097',72097
72099,Moca Municipality,'72099',72099
72101,Morovis Municipality,'72101',72101
72103,Naguabo Municipality,'72103',72103
72105,Naranjito Municipality,'72105',72105
72107,Orocovis Municipality,'72107',72107
72109,Patillas Municipality,'72109',72109
72111,Peñuelas Municipality,'72111',72111
72113,Ponce Municipality,'72113',72113
72115,Quebradillas Municipality,'72115',72115
72117,Rincón Municipality,'72117',72117
72119,Río Grande Municipality,'72119',72119
72121,Sabana Grande Municipality,'72121',72121
72123,Salinas Municipality,'72123',72123
72125,San Germán Municipality,'72125',72125
72127,San Juan Municipality,'72127',72127
72129,San Lorenzo Municipality,'72129',72129
72131,San Sebastián Municipality,'72131',72131
72133,Santa Isabel Municipality,'72133',72133
72135,Toa Alta Municipality,'72135',72135
72137,Toa Baja Municipality,'72137',72137
72139,Trujillo Alto Municipality,'72139',72139
72141,Utuado Municipality,'72141',72141
72143,Vega Alta Municipality,'72143',72143
72145,Vega Baja Municipality,'72145',72145
72147,Vieques Municipality,'72147',72147
72149,Villalba Municipality,'72149',72149
72151,Yabucoa Municipality,'72151',72151
72153,Yauco Municipality,'72153',72153
44001,Bristol County[k],'44001',44001
44003,Kent County[k],'44003',44003
44005,Newport County[k],'44005',44005
44007,Providence County[k],'44007',44007
44009,Washington County[k],'44009',44009
45001,Abbeville County,'45001',45001
45003,Aiken County,'45003',45003
45005,Allendale County,'45005',45005
45007,Anderson County,'45007',45007
45009,Bamberg County,'45009',45009
45011,Barnwell County,'45011',45011
45013,Beaufort County,'45013',45013
45015,Berkeley County,'45015',45015
45017,Calhoun County,'45017',45017
45019,Charleston County,'45019',45019
45021,Cherokee County,'45021',45021
45023,Chester County,'45023',45023
45025,Chesterfield County,'45025',45025
45027,Clarendon County,'45027',45027
45029,Colleton County,'45029',45029
45031,Darlington County,'45031',45031
45033,Dillon County,'45033',45033
45035,Dorchester County,'45035',45035
45037,Edgefield County,'45037',45037
45039,Fairfield County,'45039',45039
45041,Florence County,'45041',45041
45043,Georgetown County,'45043',45043
45045,Greenville County,'45045',45045
45047,Greenwood County,'45047',45047
45049,Hampton County,'45049',45049
45051,Horry County,'45051',45051
45053,Jasper County,'45053',45053
45055,Kershaw County,'45055',45055
45057,Lancaster County,'45057',45057
45059,Laurens County,'45059',45059
45061,Lee County,'45061',45061
45063,Lexington County,'45063',45063
45065,McCormick County,'45065',45065
45067,Marion County,'45067',45067
45069,Marlboro County,'45069',45069
45071,Newberry County,'45071',45071
45073,Oconee County,'45073',45073
45075,Orangeburg County,'45075',45075
45077,Pickens County,'45077',45077
45079,Richland County,'45079',45079
45081,Saluda County,'45081',45081
45083,Spartanburg County,'45083',45083
45085,Sumter County,'45085',45085
45087,Union County,'45087',45087
45089,Williamsburg County,'45089',45089
45091,York County,'45091',45091
46003,Aurora County,'46003',46003
46005,Beadle County,'46005',46005
46007,Bennett County,'46007',46007
46009,Bon Homme County,'46009',46009
46011,Brookings County,'46011',46011
46013,Brown County,'46013',46013
46015,Brule County,'46015',46015
46017,Buffalo County,'46017',46017
46019,Butte County,'46019',46019
46021,Campbell County,'46021',46021
46023,Charles Mix County,'46023',46023
46025,Clark County,'46025',46025
46027,Clay County,'46027',46027
46029,Codington County,'46029',46029
46031,Corson County,'46031',46031
46033,Custer County,'46033',46033
46035,Davison County,'46035',46035
46037,Day County,'46037',46037
46039,Deuel County,'46039',46039
46041,Dewey County,'46041',46041
46043,Douglas County,'46043',46043
46045,Edmunds County,'46045',46045
46047,Fall River County,'46047',46047
46049,Faulk County,'46049',46049
46051,Grant County,'46051',46051
46053,Gregory County,'46053',46053
46055,Haakon County,'46055',46055
46057,Hamlin County,'46057',46057
46059,Hand County,'46059',46059
46061,Hanson County,'46061',46061
46063,Harding County,'46063',46063
46065,Hughes County,'46065',46065
46067,Hutchinson County,'46067',46067
46069,Hyde County,'46069',46069
46071,Jackson County,'46071',46071
46073,Jerauld County,'46073',46073
46075,Jones County,'46075',46075
46077,Kingsbury County,'46077',46077
46079,Lake County,'46079',46079
46081,Lawrence County,'46081',46081
46083,Lincoln County,'46083',46083
46085,Lyman County,'46085',46085
46087,McCook County,'46087',46087
46089,McPherson County,'46089',46089
46091,Marshall County,'46091',46091
46093,Meade County,'46093',46093
46095,Mellette County,'46095',46095
46097,Miner County,'46097',46097
46099,Minnehaha County,'46099',46099
46101,Moody County,'46101',46101
46102,Oglala Lakota County,'46102',46102
46103,Pennington County,'46103',46103
46105,Perkins County,'46105',46105
46107,Potter County,'46107',46107
46109,Roberts County,'46109',46109
46111,Sanborn County,'46111',46111
46115,Spink County,'46115',46115
46117,Stanley County,'46117',46117
46119,Sully County,'46119',46119
46121,Todd County,'46121',46121
46123,Tripp County,'46123',46123
46125,Turner County,'46125',46125
46127,Union County,'46127',46127
46129,Walworth County,'46129',46129
46135,Yankton County,'46135',46135
46137,Ziebach County,'46137',46137
47001,Anderson County,'47001',47001
47003,Bedford County,'47003',47003
47005,Benton County,'47005',47005
47007,Bledsoe County,'47007',47007
47009,Blount County,'47009',47009
47011,Bradley County,'47011',47011
47013,Campbell County,'47013',47013
47015,Cannon County,'47015',47015
47017,Carroll County,'47017',47017
47019,Carter County,'47019',47019
47021,Cheatham County,'47021',47021
47023,Chester County,'47023',47023
47025,Claiborne County,'47025',47025
47027,Clay County,'47027',47027
47029,Cocke County,'47029',47029
47031,Coffee County,'47031',47031
47033,Crockett County,'47033',47033
47035,Cumberland County,'47035',47035
47037,Davidson County,'47037',47037
47039,Decatur County,'47039',47039
47041,DeKalb County,'47041',47041
47043,Dickson County,'47043',47043
47045,Dyer County,'47045',47045
47047,Fayette County,'47047',47047
47049,Fentress County,'47049',47049
47051,Franklin County,'47051',47051
47053,Gibson County,'47053',47053
47055,Giles County,'47055',47055
47057,Grainger County,'47057',47057
47059,Greene County,'47059',47059
47061,Grundy County,'47061',47061
47063,Hamblen County,'47063',47063
47065,Hamilton County,'47065',47065
47067,Hancock County,'47067',47067
47069,Hardeman County,'47069',47069
47071,Hardin County,'47071',47071
47073,Hawkins County,'47073',47073
47075,Haywood County,'47075',47075
